id,name,japanese_name,classfication,generation,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities,height_m,weight_kg,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,percentage_male,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,image_url,pokedex_number
0069,Bellsprout,Madatsubomiãƒžãƒ€ãƒ„ãƒœãƒŸ,Flower PokÃ©mon,1,grass,poison,50,75,35,70,30,40,"['Chlorophyll', 'Gluttony']",0.7,4,5120,70,300,255,1059860,50,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/069.png,69
0070,Weepinbell,Utsudonã‚¦ãƒ„ãƒ‰ãƒ³,Flycatcher PokÃ©mon,1,grass,poison,65,90,50,85,45,55,"['Chlorophyll', 'Gluttony']",1,6.4,5120,70,390,120,1059860,50,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/070.png,70
0071,Victreebel,Utsubotã‚¦ãƒ„ãƒœãƒƒãƒˆ,Flycatcher PokÃ©mon,1,grass,poison,80,105,65,100,70,70,"['Chlorophyll', 'Gluttony']",1.7,15.5,5120,70,490,45,1059860,50,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/071.png,71
0072,Tentacool,Menokurageãƒ¡ãƒŽã‚¯ãƒ©ã‚²,Jellyfish PokÃ©mon,1,water,poison,40,40,35,50,100,70,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.9,45.5,5120,70,335,190,1250000,50,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/072.png,72
0073,Tentacruel,Dokukurageãƒ‰ã‚¯ã‚¯ãƒ©ã‚²,Jellyfish PokÃ©mon,1,water,poison,80,70,65,80,120,100,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",1.6,55,5120,70,515,60,1250000,50,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/073.png,73
0074,Geodude,Isitsubuteã‚¤ã‚·ãƒ„ãƒ–ãƒ†,Rock PokÃ©mon,1,rock,ground,40,80,100,30,30,20,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",,,3840,70,300,255,1059860,50,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,74
0075,Graveler,Goloneã‚´ãƒ­ãƒ¼ãƒ³,Rock PokÃ©mon,1,rock,ground,55,95,115,45,45,35,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",,,3840,70,390,120,1059860,50,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png,75
0076,Golem,Golonyaã‚´ãƒ­ãƒ¼ãƒ‹ãƒ£,Megaton PokÃ©mon,1,rock,ground,80,120,130,55,65,45,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",,,3840,70,495,45,1059860,50,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076.png,76
0077,Ponyta,Ponytaãƒãƒ‹ãƒ¼ã‚¿,Fire Horse PokÃ©mon,1,fire,,50,85,55,65,65,90,"['Run Away', 'Flash Fire', 'Flame Body']",1,30,5120,70,410,190,1000000,50,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,77
0078,Rapidash,Gallopã‚®ãƒ£ãƒ­ãƒƒãƒ—,Fire Horse PokÃ©mon,1,fire,,65,100,70,80,80,105,"['Run Away', 'Flash Fire', 'Flame Body']",1.7,95,5120,70,500,60,1000000,50,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/078.png,78
0079,Slowpoke,Yadonãƒ¤ãƒ‰ãƒ³,Dopey PokÃ©mon,1,water,psychic,90,65,65,40,40,15,"['Oblivious', 'Own Tempo', 'Regenerator']",1.2,36,5120,70,315,190,1000000,50,0,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/079.png,79
0080,Slowbro,Yadoranãƒ¤ãƒ‰ãƒ©ãƒ³,Hermit Crab PokÃ©mon,1,water,psychic,95,75,180,130,80,30,"['Oblivious', 'Own Tempo', 'Regenerator']",1.6,78.5,5120,70,590,75,1000000,50,0,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,80
0081,Magnemite,Coilã‚³ã‚¤ãƒ«,Magnet PokÃ©mon,1,electric,steel,25,35,70,95,55,45,"['Magnet Pull', 'Sturdy', 'Analytic']",0.3,6,5120,70,325,190,1000000,,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/081.png,81
0082,Magneton,Rarecoilãƒ¬ã‚¢ã‚³ã‚¤ãƒ«,Magnet PokÃ©mon,1,electric,steel,50,60,95,120,70,70,"['Magnet Pull', 'Sturdy', 'Analytic']",1,60,5120,70,465,60,1000000,,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/082.png,82
0083,Farfetch'd,Kamonegiã‚«ãƒ¢ãƒã‚®,Wild Duck PokÃ©mon,1,normal,flying,52,90,55,58,62,60,"['Keen Eye', 'Inner Focus', 'Defiant']",0.8,15,5120,70,377,45,1000000,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png,83
0084,Doduo,Dodoãƒ‰ãƒ¼ãƒ‰ãƒ¼,Twin Bird PokÃ©mon,1,normal,flying,35,85,45,35,35,75,"['Run Away', 'Early Bird', 'Tangled Feet']",1.4,39.2,5120,70,310,190,1000000,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/084.png,84
0085,Dodrio,Dodorioãƒ‰ãƒ¼ãƒ‰ãƒªã‚ª,Triple Bird PokÃ©mon,1,normal,flying,60,110,70,60,60,110,"['Run Away', 'Early Bird', 'Tangled Feet']",1.8,85.2,5120,70,470,45,1000000,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/085.png,85
0086,Seel,Pawouãƒ‘ã‚¦ãƒ¯ã‚¦,Sea Lion PokÃ©mon,1,water,,65,45,55,45,70,45,"['Thick Fat', 'Hydration', 'Ice Body']",1.1,90,5120,70,325,190,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/086.png,86
0087,Dewgong,Jugonã‚¸ãƒ¥ã‚´ãƒ³,Sea Lion PokÃ©mon,1,water,ice,90,70,80,70,95,70,"['Thick Fat', 'Hydration', 'Ice Body']",1.7,120,5120,70,475,75,1000000,50,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/087.png,87
0088,Grimer,Betbeterãƒ™ãƒˆãƒ™ã‚¿ãƒ¼,Sludge PokÃ©mon,1,poison,poison,80,80,50,40,50,25,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",,,5120,70,325,190,1000000,50,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,88
0089,Muk,Betbetonãƒ™ãƒˆãƒ™ãƒˆãƒ³,Sludge PokÃ©mon,1,poison,poison,105,105,75,65,100,50,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",,,5120,70,500,75,1000000,50,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,89
0090,Shellder,Shellderã‚·ã‚§ãƒ«ãƒ€ãƒ¼,Bivalve PokÃ©mon,1,water,,30,65,100,45,25,40,"['Shell Armor', 'Skill Link', 'Overcoat']",0.3,4,5120,70,305,190,1250000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png,90
0091,Cloyster,Parshenãƒ‘ãƒ«ã‚·ã‚§ãƒ³,Bivalve PokÃ©mon,1,water,ice,50,95,180,85,45,70,"['Shell Armor', 'Skill Link', 'Overcoat']",1.5,132.5,5120,70,525,60,1250000,50,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png,91
0092,Gastly,Ghosã‚´ãƒ¼ã‚¹,Gas PokÃ©mon,1,ghost,poison,30,35,30,100,35,80,['Levitate'],1.3,0.1,5120,70,310,190,1059860,50,0,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png,92
0093,Haunter,Ghostã‚´ãƒ¼ã‚¹ãƒˆ,Gas PokÃ©mon,1,ghost,poison,45,50,45,115,55,95,['Levitate'],1.6,0.1,5120,70,405,90,1059860,50,0,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png,93
0094,Gengar,Gangarã‚²ãƒ³ã‚¬ãƒ¼,Shadow PokÃ©mon,1,ghost,poison,60,65,80,170,95,130,['Cursed Body'],1.5,40.5,5120,70,600,45,1059860,50,0,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,94
0095,Onix,Iwarkã‚¤ãƒ¯ãƒ¼ã‚¯,Rock Snake PokÃ©mon,1,rock,ground,35,45,160,30,45,70,"['Rock Head', 'Sturdy', 'Weak Armor']",8.8,210,6400,70,385,45,1000000,50,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png,95
0096,Drowzee,Sleepeã‚¹ãƒªãƒ¼ãƒ—,Hypnosis PokÃ©mon,1,psychic,,60,48,45,43,90,42,"['Insomnia', 'Forewarn', 'Inner Focus']",1,32.4,5120,70,328,190,1000000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png,96
0097,Hypno,Sleeperã‚¹ãƒªãƒ¼ãƒ‘ãƒ¼,Hypnosis PokÃ©mon,1,psychic,,85,73,70,73,115,67,"['Insomnia', 'Forewarn', 'Inner Focus']",1.6,75.6,5120,70,483,75,1000000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png,97
0098,Krabby,Crabã‚¯ãƒ©ãƒ–,River Crab PokÃ©mon,1,water,,30,105,90,25,25,50,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",0.4,6.5,5120,70,325,225,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png,98
0099,Kingler,Kinglerã‚­ãƒ³ã‚°ãƒ©ãƒ¼,Pincer PokÃ©mon,1,water,,55,130,115,50,50,75,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.3,60,5120,70,475,60,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png,99
0100,Voltorb,Biriridamaãƒ“ãƒªãƒªãƒ€ãƒž,Ball PokÃ©mon,1,electric,,40,30,50,55,55,100,"['Soundproof', 'Static', 'Aftermath']",0.5,10.4,5120,70,330,190,1000000,,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,100
0101,Electrode,Marumineãƒžãƒ«ãƒžã‚¤ãƒ³,Ball PokÃ©mon,1,electric,,60,50,70,80,80,150,"['Soundproof', 'Static', 'Aftermath']",1.2,66.6,5120,70,490,60,1000000,,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,101
0102,Exeggcute,Tamatamaã‚¿ãƒžã‚¿ãƒž,Egg PokÃ©mon,1,grass,psychic,60,40,80,60,45,40,"['Chlorophyll', 'Harvest']",0.4,2.5,5120,70,325,90,1250000,50,0,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png,102
0103,Exeggutor,NassyãƒŠãƒƒã‚·ãƒ¼,Coconut PokÃ©mon,1,grass,psychic,95,105,85,125,75,45,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",,,5120,70,530,45,1250000,50,0,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png,103
0104,Cubone,Karakaraã‚«ãƒ©ã‚«ãƒ©,Lonely PokÃ©mon,1,ground,,50,50,95,40,50,35,"['Rock Head', 'Lightningrod', 'Battle Armor']",0.4,6.5,5120,70,320,190,1000000,50,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png,104
0105,Marowak,Garagaraã‚¬ãƒ©ã‚¬ãƒ©,Bone Keeper PokÃ©mon,1,ground,fire,60,80,110,50,80,45,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",,,5120,70,425,75,1000000,50,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,105
0106,Hitmonlee,Sawamularã‚µãƒ¯ãƒ ãƒ©ãƒ¼,Kicking PokÃ©mon,1,fighting,,50,120,53,35,110,87,"['Limber', 'Reckless', 'Unburden']",1.5,49.8,6400,70,455,45,1000000,100,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png,106
0107,Hitmonchan,Ebiwalarã‚¨ãƒ“ãƒ¯ãƒ©ãƒ¼,Punching PokÃ©mon,1,fighting,,50,105,79,35,110,76,"['Keen Eye', 'Iron Fist', 'Inner Focus']",1.4,50.2,6400,70,455,45,1000000,100,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png,107
0108,Lickitung,Beroringaãƒ™ãƒ­ãƒªãƒ³ã‚¬,Licking PokÃ©mon,1,normal,,90,55,75,60,75,30,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.2,65.5,5120,70,385,45,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png,108
0109,Koffing,Dogarsãƒ‰ã‚¬ãƒ¼ã‚¹,Poison Gas PokÃ©mon,1,poison,,40,65,95,60,45,35,['Levitate'],0.6,1,5120,70,340,190,1000000,50,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png,109
0110,Weezing,Matadogasãƒžã‚¿ãƒ‰ã‚¬ã‚¹,Poison Gas PokÃ©mon,1,poison,,65,90,120,85,70,60,['Levitate'],1.2,9.5,5120,70,490,60,1000000,50,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png,110
0111,Rhyhorn,Sihornã‚µã‚¤ãƒ›ãƒ¼ãƒ³,Spikes PokÃ©mon,1,ground,rock,80,85,95,30,30,25,"['Lightningrod', 'Rock Head', 'Reckless']",1,115,5120,70,345,120,1250000,50,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png,111
0112,Rhydon,Sidonã‚µã‚¤ãƒ‰ãƒ³,Drill PokÃ©mon,1,ground,rock,105,130,120,45,45,40,"['Lightningrod', 'Rock Head', 'Reckless']",1.9,120,5120,70,485,60,1250000,50,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png,112
0113,Chansey,Luckyãƒ©ãƒƒã‚­ãƒ¼,Egg PokÃ©mon,1,normal,,250,5,5,35,105,50,"['Natural Cure', 'Serene Grace', 'Healer']",1.1,34.6,10240,140,450,30,800000,0,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png,113
0114,Tangela,Monjaraãƒ¢ãƒ³ã‚¸ãƒ£ãƒ©,Vine PokÃ©mon,1,grass,,65,55,115,100,40,60,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",1,35,5120,70,435,45,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png,114
0115,Kangaskhan,Garuraã‚¬ãƒ«ãƒ¼ãƒ©,Parent PokÃ©mon,1,normal,,105,125,100,60,100,100,"['Early Bird', 'Scrappy', 'Inner Focus']",2.2,80,5120,70,590,45,1000000,0,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,115
0116,Horsea,Tattuã‚¿ãƒƒãƒ„ãƒ¼,Dragon PokÃ©mon,1,water,,30,40,70,70,25,60,"['Swift Swim', 'Sniper', 'Damp']",0.4,8,5120,70,295,225,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png,116
0117,Seadra,Seadraã‚·ãƒ¼ãƒ‰ãƒ©,Dragon PokÃ©mon,1,water,,55,65,95,95,45,85,"['Poison Point', 'Sniper', 'Damp']",1.2,25,5120,70,440,75,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png,117
0118,Goldeen,Tosakintoãƒˆã‚µã‚­ãƒ³ãƒˆ,Goldfish PokÃ©mon,1,water,,45,67,60,35,50,63,"['Swift Swim', 'Water Veil', 'Lightningrod']",0.6,15,5120,70,320,225,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png,118
0119,Seaking,Azumaoã‚¢ã‚ºãƒžã‚ªã‚¦,Goldfish PokÃ©mon,1,water,,80,92,65,65,80,68,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.3,39,5120,70,450,60,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/119.png,119
0120,Staryu,Hitodemanãƒ’ãƒˆãƒ‡ãƒžãƒ³,Starshape PokÃ©mon,1,water,,30,45,55,70,55,85,"['Illuminate', 'Natural Cure', 'Analytic']",0.8,34.5,5120,70,340,225,1250000,,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/120.png,120
0121,Starmie,Starmieã‚¹ã‚¿ãƒ¼ãƒŸãƒ¼,Mysterious PokÃ©mon,1,water,psychic,60,75,85,100,85,115,"['Illuminate', 'Natural Cure', 'Analytic']",1.1,80,5120,70,520,60,1250000,,0,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/121.png,121
0122,Mr. Mime,Barrierdãƒãƒªãƒ¤ãƒ¼ãƒ‰,Barrier PokÃ©mon,1,psychic,fairy,40,45,65,100,120,90,"['Soundproof', 'Filter', 'Technician']",1.3,54.5,6400,70,460,45,1000000,50,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,122
0123,Scyther,Strikeã‚¹ãƒˆãƒ©ã‚¤ã‚¯,Mantis PokÃ©mon,1,bug,flying,70,110,80,55,80,105,"['Swarm', 'Technician', 'Steadfast']",1.5,56,6400,70,500,45,1000000,50,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png,123
0124,Jynx,Rougelaãƒ«ãƒ¼ã‚¸ãƒ¥ãƒ©,Humanshape PokÃ©mon,1,ice,psychic,65,50,35,115,95,95,"['Oblivious', 'Forewarn', 'Dry Skin']",1.4,40.6,6400,70,455,45,1000000,0,0,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png,124
0125,Electabuzz,Elebooã‚¨ãƒ¬ãƒ–ãƒ¼,Electric PokÃ©mon,1,electric,,65,83,57,95,85,105,"['Static', 'Vital Spirit']",1.1,30,6400,70,490,45,1000000,75.4,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png,125
0126,Magmar,Booberãƒ–ãƒ¼ãƒãƒ¼,Spitfire PokÃ©mon,1,fire,,65,95,57,100,85,93,"['Flame Body', 'Vital Spirit']",1.3,44.5,6400,70,495,45,1000000,75.4,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png,126
0127,Pinsir,Kailiosã‚«ã‚¤ãƒ­ã‚¹,Stagbeetle PokÃ©mon,1,bug,,65,155,120,65,90,105,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.5,55,6400,70,600,45,1250000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png,127
0128,Tauros,Kentaurosã‚±ãƒ³ã‚¿ãƒ­ã‚¹,Wild Bull PokÃ©mon,1,normal,,75,100,95,40,70,110,"['Intimidate', 'Anger Point', 'Sheer Force']",1.4,88.4,5120,70,490,45,1250000,100,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,128
0129,Magikarp,Koikingã‚³ã‚¤ã‚­ãƒ³ã‚°,Fish PokÃ©mon,1,water,,20,10,55,15,20,80,"['Swift Swim', 'Rattled']",0.9,10,1280,70,200,255,1250000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/129.png,129
0130,Gyarados,Gyaradosã‚®ãƒ£ãƒ©ãƒ‰ã‚¹,Atrocious PokÃ©mon,1,water,flying,95,155,109,70,130,81,"['Intimidate', 'Moxie']",6.5,235,1280,70,640,45,1250000,50,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png,130
0131,Lapras,Laplaceãƒ©ãƒ—ãƒ©ã‚¹,Transport PokÃ©mon,1,water,ice,130,85,80,85,95,60,"['Water Absorb', 'Shell Armor', 'Hydration']",2.5,220,10240,70,535,45,1250000,50,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/131.png,131
0132,Ditto,Metamonãƒ¡ã‚¿ãƒ¢ãƒ³,Transform PokÃ©mon,1,normal,,48,48,48,48,48,48,"['Limber', 'Imposter']",0.3,4,5120,70,288,35,1000000,,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png,132
0133,Eevee,Eievuiã‚¤ãƒ¼ãƒ–ã‚¤,Evolution PokÃ©mon,1,normal,,55,55,50,45,65,55,"['Run Away', 'Adaptability', 'Anticipation']",0.3,6.5,8960,70,325,45,1000000,88.1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/133.png,133
0134,Vaporeon,Showersã‚·ãƒ£ãƒ¯ãƒ¼ã‚º,Bubble Jet PokÃ©mon,1,water,,130,65,60,110,95,65,"['Water Absorb', 'Hydration']",1,29,8960,70,525,45,1000000,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/134.png,134
0135,Jolteon,Thundersã‚µãƒ³ãƒ€ãƒ¼ã‚¹,Lightning PokÃ©mon,1,electric,,65,65,60,110,95,130,"['Volt Absorb', 'Quick Feet']",0.8,24.5,8960,70,525,45,1000000,88.1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/135.png,135
0136,Flareon,Boosterãƒ–ãƒ¼ã‚¹ã‚¿ãƒ¼,Flame PokÃ©mon,1,fire,,65,130,60,95,110,65,"['Flash Fire', 'Guts']",0.9,25,8960,70,525,45,1000000,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/136.png,136
0137,Porygon,Porygonãƒãƒªã‚´ãƒ³,Virtual PokÃ©mon,1,normal,,65,60,70,85,75,40,"['Trace', 'Download', 'Analytic']",0.8,36.5,5120,70,395,45,1000000,,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/137.png,137
